Order ID,Product,Category,Price,Quantity,Customer Region,Order Date
1002727,Laptop,Electronics,626.81,4,West,2023-10-17
1003594,Smartphone,Electronics,936.91,9,West,2023-04-07
1000404,Mouse,Office Supplies,310.82,3,North,2023-03-07
1002499,Laptop,Electronics,1106.61,7,West,2023-10-02
1000186,Keyboard,Office Supplies,1100.8,3,East,2023-09-16
1003535,Mouse,Accessories,1167.88,6,East,2023-11-01
1001852,Mouse,Office Supplies,1019.95,9,North,2023-12-22
1000106,Monitor,Electronics,771.24,6,West,2023-04-20
1001481,Mouse,Accessories,801.84,1,North,2023-07-15
1004283,Smartphone,Electronics,369.23,4,North,2023-11-02
1000122,Mouse,Electronics,888.18,2,West,2023-09-03
1000571,Laptop,Accessories,993.49,5,East,2023-05-26
1002104,Smartphone,Office Supplies,1003.45,8,East,2023-10-30
1000690,Smartphone,Office Supplies,1314.71,1,West,2023-03-30
1002912,Headphones,Electronics,824.52,8,East,2023-08-20
1003203,Printer,Electronics,85.6,7,North,2023-09-05
1001739,Printer,Accessories,364.57,4,North,2023-04-26
1000615,Headphones,Accessories,1408.94,4,South,2023-04-09
1000797,Headphones,Accessories,1214.22,3,North,2023-10-07
1001149,Laptop,Accessories,922.53,7,North,2023-04-11
1001988,Mouse,Electronics,781.82,6,North,2023-05-07
1003953,Laptop,Electronics,1137.99,5,South,2023-05-29
1004304,Laptop,Accessories,1041.06,6,North,2023-04-25
1001074,Printer,Office Supplies,678.72,3,South,2023-06-13
1004092,Mouse,Office Supplies,327.9,5,East,2023-12-11
1001853,Mouse,Office Supplies,1462.71,2,North,2023-02-07
1002692,Mouse,Office Supplies,328.2,7,South,2023-05-08
1001268,Headphones,Electronics,418.7,4,West,2023-01-01
1001638,Keyboard,Accessories,618.73,5,East,2023-10-26
1003147,Laptop,Electronics,1344.66,6,East,2023-02-18
1003614,Keyboard,Accessories,516.97,8,North,2023-03-08
1004299,Printer,Electronics,1333.73,2,West,2023-02-15
1001141,Printer,Office Supplies,304.84,2,East,2023-01-29
1001594,Laptop,Accessories,1232.08,8,South,2023-12-11
1001957,Laptop,Office Supplies,364.24,9,East,2023-11-12
1002874,Laptop,Electronics,333.53,1,South,2023-09-02
1002847,Smartphone,Office Supplies,602.24,4,North,2023-12-18
1001433,Keyboard,Electronics,99.78,1,North,2023-04-15
1001059,Printer,Accessories,1282.07,5,North,2023-10-17
1001374,Laptop,Accessories,1391.41,1,North,2023-09-21
1003059,Mouse,Electronics,959.53,4,South,2023-03-30
1003268,Keyboard,Office Supplies,1017.24,6,South,2023-04-07
1002771,Printer,Office Supplies,1132.09,3,South,2023-05-13
1003955,Laptop,Office Supplies,749.05,9,North,2023-06-07
1002696,Headphones,Electronics,892.32,7,North,2023-06-17
1004029,Printer,Office Supplies,696.97,6,East,2023-11-07
1001901,Keyboard,Office Supplies,873.44,3,North,2023-01-30
1003425,Monitor,Office Supplies,1218.39,1,South,2023-04-22
1000257,Keyboard,Accessories,1026.69,1,East,2023-10-11
1004294,Monitor,Office Supplies,1043.73,1,East,2023-04-16
1001898,Keyboard,Accessories,1234.25,6,West,2023-09-03
1003850,Laptop,Office Supplies,329.51,1,East,2023-08-08
1004290,Laptop,Office Supplies,476.39,3,East,2023-10-26
1004198,Printer,Accessories,747.47,6,South,2023-06-17
1003219,Smartphone,Office Supplies,252.45,7,North,2023-07-19
1000207,Headphones,Electronics,1283.49,1,West,2023-04-15
1000762,Laptop,Accessories,1491.18,4,North,2023-02-28
1003122,Mouse,Office Supplies,1293.69,5,East,2023-01-20
1003353,Monitor,Office Supplies,78.29,7,West,2023-03-18
1002118,Headphones,Office Supplies,1004.47,9,East,2023-04-10
1003228,Monitor,Electronics,997.92,4,West,2023-04-10
1004166,Printer,Accessories,1489.41,6,South,2023-07-31
1004394,Keyboard,Accessories,202.32,3,East,2023-05-21
1001578,Headphones,Accessories,942.66,1,East,2023-12-01
1003848,Headphones,Accessories,996.19,8,North,2023-01-23
1001084,Printer,Office Supplies,1207.82,3,South,2023-08-16
1004145,Headphones,Electronics,493.51,1,North,2023-07-10
1003006,Smartphone,Accessories,600.45,6,North,2023-08-15
1002860,Printer,Accessories,778.57,7,North,2023-01-20
1001408,Smartphone,Office Supplies,1363.65,7,East,2023-07-27
1004220,Keyboard,Office Supplies,1145.86,2,East,2023-06-01
1002533,Headphones,Electronics,615.29,3,East,2023-12-31
1002676,Headphones,Electronics,1396.9,1,East,2023-11-08
1002265,Keyboard,Office Supplies,558.49,5,West,2023-04-24
1004382,Laptop,Office Supplies,1102.75,6,West,2023-02-19
1001287,Smartphone,Electronics,837.33,3,South,2023-03-14
1003391,Monitor,Electronics,936.69,1,West,2023-07-04
1000757,Laptop,Electronics,945.94,2,East,2023-06-15
1001264,Headphones,Office Supplies,730.16,3,East,2023-03-06
1003581,Monitor,Electronics,589.78,3,South,2023-01-31
1002425,Printer,Electronics,1305.39,7,South,2023-11-15
1000952,Laptop,Office Supplies,406.87,6,North,2023-11-10
1003330,Keyboard,Accessories,1372.67,9,North,2023-12-16
1000244,Smartphone,Electronics,1084.6,7,West,2023-12-09
1001507,Laptop,Accessories,737.21,4,North,2023-12-05
1001655,Monitor,Electronics,942.84,2,North,2023-06-29
1002704,Laptop,Office Supplies,1092.34,1,South,2023-08-31
1002653,Keyboard,Accessories,1182.21,8,South,2023-10-26
1001120,Smartphone,Office Supplies,1265.68,8,South,2023-08-15
1002446,Mouse,Accessories,871.05,5,South,2023-06-09
1003918,Printer,Accessories,1178.62,5,West,2023-03-13
1001756,Keyboard,Electronics,1164.74,4,West,2023-08-20
1004036,Printer,Accessories,202.29,4,East,2023-05-10
1001131,Keyboard,Office Supplies,500.66,4,East,2023-10-23
1003000,Monitor,Accessories,918.04,7,East,2023-10-07
1000417,Printer,Accessories,1252.65,1,West,2023-06-04
1002955,Monitor,Electronics,69.0,5,East,2023-08-14
1002802,Mouse,Office Supplies,844.43,3,West,2023-06-22
1003750,Mouse,Accessories,174.76,8,East,2023-12-26
1001181,Printer,Office Supplies,1317.15,6,South,2023-04-25
1002632,Printer,Office Supplies,1427.29,3,South,2023-03-31
1001575,Keyboard,Accessories,781.02,9,South,2023-08-03
1000791,Mouse,Office Supplies,918.04,1,East,2023-05-19
1001368,Laptop,Office Supplies,305.16,1,East,2023-12-31
1001468,Monitor,Electronics,52.92,1,North,2023-06-26
1000627,Printer,Electronics,257.67,4,North,2023-09-17
1003486,Monitor,Office Supplies,1457.39,1,East,2023-01-26
1000353,Smartphone,Accessories,845.07,6,East,2023-07-23
1001771,Keyboard,Electronics,1277.47,3,North,2023-01-12
1000140,Keyboard,Electronics,506.74,2,North,2023-04-22
1002295,Printer,Accessories,211.95,2,South,2023-02-10
1001977,Mouse,Office Supplies,993.1,8,West,2023-06-12
1002695,Printer,Electronics,248.3,8,North,2023-06-22
1001763,Smartphone,Electronics,1117.37,2,South,2023-07-17
1000143,Monitor,Office Supplies,1205.24,5,South,2023-02-06
1000412,Smartphone,Accessories,1094.41,1,East,2023-01-25
1002528,Monitor,Office Supplies,1395.1,6,East,2023-09-19
1002406,Monitor,Accessories,1322.98,2,North,2023-05-26
1003251,Keyboard,Accessories,1452.03,2,North,2023-05-25
1002305,Laptop,Accessories,709.62,5,West,2023-04-25
1002196,Headphones,Electronics,689.1,4,North,2023-12-19
1003197,Laptop,Accessories,535.05,5,South,2023-08-15
1002698,Smartphone,Office Supplies,643.2,1,East,2023-11-15
1001947,Monitor,Office Supplies,442.48,6,West,2023-06-02
1001678,Printer,Office Supplies,176.62,7,West,2023-07-05
1000373,Mouse,Office Supplies,1307.65,7,North,2023-09-11
1002002,Monitor,Electronics,334.9,9,South,2023-07-19
1001693,Mouse,Electronics,167.46,8,South,2023-01-09
1004248,Smartphone,Electronics,88.97,2,East,2023-11-18
1001196,Monitor,Electronics,456.06,5,South,2023-09-02
1001396,Monitor,Office Supplies,804.69,7,North,2023-07-24
1002630,Headphones,Electronics,246.24,2,South,2023-08-31
1003588,Keyboard,Office Supplies,720.42,4,West,2023-12-26
1002935,Smartphone,Accessories,1317.28,9,East,2023-12-12
1002590,Monitor,Accessories,850.35,5,South,2023-08-11
1002606,Monitor,Accessories,281.59,5,East,2023-11-14
1003119,Laptop,Accessories,326.4,8,North,2023-12-20
1000681,Printer,Accessories,587.65,8,South,2023-10-04
1002605,Printer,Electronics,962.07,7,North,2023-08-31
1003627,Mouse,Office Supplies,767.79,4,West,2023-09-01
1003111,Monitor,Accessories,520.25,9,South,2023-08-07
1001210,Keyboard,Electronics,484.05,3,North,2023-03-17
1002948,Keyboard,Electronics,159.68,4,South,2023-03-08
1002835,Headphones,Accessories,197.48,8,West,2023-09-17
1004026,Monitor,Office Supplies,410.0,2,South,2023-03-23
1002555,Monitor,Office Supplies,487.3,7,South,2023-04-23
1000985,Headphones,Accessories,1190.12,4,West,2023-09-24
1000087,Keyboard,Accessories,1226.91,1,East,2023-04-05
1000366,Smartphone,Accessories,251.0,7,North,2023-02-20
1003198,Keyboard,Accessories,1184.19,8,North,2023-04-15
1003600,Printer,Accessories,1062.52,9,South,2023-01-17
1002830,Keyboard,Office Supplies,1198.84,6,North,2023-01-01
1000062,Smartphone,Office Supplies,1187.47,8,West,2023-01-05
1000565,Mouse,Office Supplies,1406.95,6,East,2023-04-02
1001730,Headphones,Electronics,1130.41,9,East,2023-02-23
1000566,Printer,Accessories,217.14,2,North,2023-12-20
1000456,Mouse,Office Supplies,1143.28,1,East,2023-01-31
1000557,Mouse,Electronics,1197.34,5,South,2023-02-16
1002366,Monitor,Electronics,1442.01,5,North,2023-05-10
1002804,Headphones,Electronics,1416.45,7,South,2023-10-24
1000700,Mouse,Accessories,680.26,8,North,2023-02-17
1004045,Monitor,Accessories,214.47,5,East,2023-10-20
1003923,Mouse,Accessories,542.11,7,East,2023-09-01
1000236,Smartphone,Accessories,278.29,4,South,2023-07-05
1003302,Keyboard,Office Supplies,1036.34,6,West,2023-10-21
1002315,Headphones,Electronics,833.65,9,South,2023-12-23
1003832,Laptop,Office Supplies,201.85,6,East,2023-08-13
1001969,Monitor,Office Supplies,1055.04,1,West,2023-02-12
1001280,Keyboard,Accessories,884.17,7,North,2023-03-06
1002667,Mouse,Office Supplies,946.46,3,South,2023-04-17
1003183,Monitor,Accessories,659.52,3,East,2023-08-29
1001061,Keyboard,Office Supplies,963.99,5,West,2023-11-20
1003975,Headphones,Electronics,835.97,8,South,2023-11-21
1002369,Headphones,Electronics,149.2,3,East,2023-05-31
1000032,Headphones,Accessories,440.05,1,West,2023-12-04
1001133,Printer,Electronics,253.47,5,North,2023-03-09
1000653,Monitor,Office Supplies,639.52,8,South,2023-10-19
1000824,Printer,Office Supplies,486.07,1,East,2023-09-12
1002119,Printer,Electronics,672.94,7,West,2023-02-12
1004182,Laptop,Electronics,846.93,5,South,2023-11-21
1001257,Mouse,Office Supplies,518.88,2,North,2023-03-30
1000633,Headphones,Accessories,842.32,4,East,2023-08-06
1003511,Headphones,Office Supplies,948.02,3,West,2023-10-27
1003185,Smartphone,Electronics,337.99,6,North,2023-01-23
1001934,Laptop,Accessories,319.91,9,South,2023-05-04
1001997,Printer,Accessories,336.9,1,North,2023-06-09
1001647,Laptop,Office Supplies,503.24,8,West,2023-04-26
1003213,Smartphone,Electronics,1472.89,9,East,2023-06-09
1000748,Smartphone,Office Supplies,1362.45,5,West,2023-09-28
1001454,Laptop,Accessories,1428.94,1,East,2023-07-13
1002463,Keyboard,Office Supplies,992.69,6,North,2023-12-18
1002314,Mouse,Accessories,925.9,4,South,2023-01-23
1001208,Laptop,Office Supplies,1109.38,5,North,2023-10-19
1001601,Mouse,Accessories,1214.96,3,East,2023-05-16
1002190,Mouse,Electronics,74.04,5,West,2023-12-18
1004215,Keyboard,Office Supplies,508.12,2,East,2023-04-16
1001333,Keyboard,Electronics,274.64,3,West,2023-08-17
1001330,Headphones,Accessories,253.07,6,North,2023-04-16
1001781,Monitor,Electronics,366.77,6,East,2023-04-23
1002410,Keyboard,Office Supplies,550.59,1,East,2023-11-28
1000849,Headphones,Office Supplies,1060.33,3,South,2023-12-17
1004295,Laptop,Electronics,117.88,9,North,2023-08-23
1000145,Mouse,Electronics,448.84,9,East,2023-09-03
1002043,Monitor,Accessories,1221.12,2,North,2023-02-21
1003583,Headphones,Office Supplies,956.49,2,West,2023-06-30
1003572,Printer,Electronics,1489.3,2,West,2023-06-13
1003442,Printer,Electronics,901.05,3,South,2023-10-25
1003969,Headphones,Office Supplies,595.76,2,West,2023-02-17
1002306,Mouse,Office Supplies,439.02,2,East,2023-01-20
1003711,Mouse,Office Supplies,714.27,6,South,2023-06-24
1002879,Smartphone,Office Supplies,1024.31,3,East,2023-10-02
1002663,Keyboard,Accessories,403.73,6,West,2023-01-24
1001071,Keyboard,Accessories,634.58,3,West,2023-08-12
1001690,Laptop,Electronics,303.59,4,South,2023-09-23
1004297,Laptop,Office Supplies,1260.24,6,South,2023-02-26
1002483,Printer,Electronics,1473.52,6,East,2023-07-16
1000177,Monitor,Office Supplies,647.56,4,West,2023-06-07
1001909,Headphones,Office Supplies,726.51,9,North,2023-06-18
1004107,Laptop,Electronics,681.29,3,East,2023-09-15
1001317,Smartphone,Accessories,439.15,8,East,2023-10-09
1000211,Headphones,Electronics,542.36,5,South,2023-08-19
1001765,Monitor,Accessories,319.66,1,South,2023-04-06
1002600,Smartphone,Accessories,407.5,1,East,2023-06-27
1000382,Printer,Electronics,1131.33,4,West,2023-05-12
1003438,Mouse,Accessories,1081.1,4,South,2023-05-29
1000085,Smartphone,Accessories,58.2,2,East,2023-02-11
1003347,Smartphone,Electronics,1194.82,4,North,2023-01-06
1002290,Headphones,Accessories,417.51,8,North,2023-08-05
1003255,Printer,Accessories,1434.03,3,East,2023-09-11
1000934,Mouse,Accessories,110.98,3,East,2023-07-07
1000423,Printer,Office Supplies,1445.84,7,South,2023-09-04
1002452,Printer,Electronics,774.37,3,North,2023-04-26
1004313,Laptop,Accessories,868.26,2,West,2023-10-09
1004079,Printer,Accessories,211.74,1,South,2023-07-18
1000942,Smartphone,Office Supplies,1328.3,2,East,2023-12-16
1002834,Printer,Office Supplies,1002.03,1,West,2023-10-10
1003690,Mouse,Accessories,250.68,4,South,2023-01-26
1004300,Mouse,Office Supplies,689.37,7,West,2023-12-23
1000462,Laptop,Electronics,1491.32,8,South,2023-01-17
1000191,Headphones,Accessories,248.01,5,East,2023-08-01
1000937,Mouse,Office Supplies,398.23,7,West,2023-03-17
1002019,Headphones,Electronics,1051.72,1,South,2023-09-11
1002436,Headphones,Office Supplies,1245.86,8,East,2023-05-24
1003590,Smartphone,Accessories,1097.33,6,South,2023-07-19
1001381,Headphones,Office Supplies,1138.11,4,South,2023-03-28
1000830,Keyboard,Accessories,1010.85,8,West,2023-03-28
1001910,Printer,Office Supplies,979.39,6,South,2023-08-22
1002877,Headphones,Electronics,488.76,3,East,2023-03-27
1000961,Keyboard,Office Supplies,1368.96,9,North,2023-10-29
1004235,Headphones,Office Supplies,1069.24,6,North,2023-01-04
1000922,Smartphone,Electronics,435.67,4,South,2023-04-12
1004141,Keyboard,Electronics,995.66,4,West,2023-04-02
1000396,Laptop,Electronics,494.73,5,West,2023-05-12
1003860,Headphones,Accessories,689.9,5,South,2023-10-25
1004099,Keyboard,Office Supplies,722.37,6,West,2023-10-28
1001621,Smartphone,Accessories,80.12,9,North,2023-10-07
1001793,Laptop,Electronics,513.53,8,South,2023-06-16
1001397,Laptop,Office Supplies,1329.18,3,West,2023-01-17
1002089,Headphones,Accessories,556.12,7,South,2023-07-10
1000113,Smartphone,Accessories,505.86,1,South,2023-07-04
1003128,Laptop,Accessories,1056.49,7,East,2023-10-16
1000767,Keyboard,Accessories,394.51,8,East,2023-10-27
1000351,Smartphone,Office Supplies,993.12,9,West,2023-12-21
1001787,Printer,Electronics,877.58,9,East,2023-04-27
1004108,Laptop,Electronics,1129.62,5,East,2023-11-11
1001720,Keyboard,Office Supplies,1267.67,3,South,2023-09-06
1004227,Printer,Office Supplies,1465.17,2,North,2023-11-27
1003091,Printer,Office Supplies,819.68,2,South,2023-05-06
1004123,Monitor,Electronics,977.36,1,East,2023-05-18
1003299,Printer,Office Supplies,280.56,5,East,2023-02-04
1001919,Keyboard,Accessories,557.8,1,West,2023-12-13
1000495,Printer,Accessories,594.91,3,West,2023-07-05
1000049,Laptop,Office Supplies,871.42,1,South,2023-06-14
1003854,Printer,Office Supplies,1293.03,1,North,2023-06-01
1002846,Monitor,Electronics,883.06,6,South,2023-09-03
1000243,Monitor,Accessories,843.11,2,East,2023-11-15
1002498,Smartphone,Office Supplies,388.59,2,West,2023-03-17
1002481,Laptop,Office Supplies,515.02,2,West,2023-04-19
1002000,Laptop,Electronics,631.09,7,West,2023-01-23
1001476,Mouse,Accessories,1369.46,9,North,2023-09-24
1003360,Headphones,Office Supplies,53.38,7,West,2023-07-15
1003058,Smartphone,Electronics,1366.78,8,South,2023-07-20
1002359,Keyboard,Office Supplies,913.3,4,West,2023-05-13
1001819,Laptop,Office Supplies,1472.34,8,West,2023-01-29
1000853,Laptop,Accessories,406.56,1,East,2023-01-19
1003730,Keyboard,Office Supplies,567.98,3,South,2023-06-18
1001965,Headphones,Office Supplies,1168.73,8,North,2023-10-02
1000272,Monitor,Office Supplies,961.37,5,North,2023-06-04
1003256,Headphones,Office Supplies,546.92,5,West,2023-02-16
1000891,Headphones,Electronics,564.2,9,West,2023-07-09
1000123,Laptop,Electronics,349.33,9,North,2023-07-19
1001256,Headphones,Office Supplies,1420.0,3,East,2023-12-16
1001900,Headphones,Accessories,817.21,8,West,2023-07-22
1004055,Laptop,Accessories,710.39,9,West,2023-11-22
1002309,Headphones,Office Supplies,73.09,4,West,2023-06-16
1003231,Headphones,Electronics,184.38,1,East,2023-04-13
1003538,Keyboard,Accessories,1252.23,7,East,2023-07-21
1000705,Monitor,Office Supplies,475.7,3,West,2023-11-25
1002009,Laptop,Accessories,1213.78,9,West,2023-10-08
1004142,Laptop,Office Supplies,599.71,7,South,2023-08-29
1003655,Laptop,Accessories,619.7,4,South,2023-06-21
1003385,Smartphone,Office Supplies,1230.05,8,South,2023-05-14
1003761,Headphones,Office Supplies,162.82,4,West,2023-10-18
1002791,Smartphone,Accessories,364.22,9,East,2023-01-20
1002344,Monitor,Office Supplies,264.68,6,South,2023-01-12
1000421,Keyboard,Office Supplies,1315.11,8,West,2023-06-26
1001070,Monitor,Office Supplies,885.39,6,North,2023-09-20
1001770,Mouse,Office Supplies,376.06,8,East,2023-04-26
1001309,Printer,Office Supplies,339.29,8,West,2023-05-14
1000959,Smartphone,Office Supplies,242.49,5,South,2023-05-12
1001239,Mouse,Accessories,1499.26,9,North,2023-06-01
1003703,Monitor,Electronics,1265.32,7,South,2023-04-01
1002157,Monitor,Accessories,721.53,5,South,2023-09-05
1001985,Monitor,Office Supplies,162.68,6,West,2023-06-27
1003483,Laptop,Office Supplies,590.98,2,North,2023-01-04
1003482,Headphones,Office Supplies,1168.91,5,West,2023-08-09
1002724,Laptop,Accessories,735.82,6,North,2023-09-06
1001366,Monitor,Accessories,217.82,1,South,2023-12-12
1001580,Mouse,Office Supplies,597.32,6,North,2023-12-30
1000854,Laptop,Electronics,51.47,7,East,2023-03-09
1001312,Monitor,Office Supplies,1321.15,7,West,2023-03-06
1002288,Laptop,Electronics,1138.96,4,East,2023-07-20
1003846,Monitor,Accessories,1108.91,9,West,2023-01-08
1002538,Headphones,Office Supplies,961.43,9,North,2023-07-22
1002858,Smartphone,Office Supplies,1312.66,8,South,2023-08-24
1001066,Keyboard,Accessories,781.94,9,South,2023-09-03
1001352,Laptop,Accessories,243.82,2,East,2023-10-19
1003409,Printer,Accessories,721.92,9,North,2023-10-18
1002287,Monitor,Accessories,1063.4,9,South,2023-07-12
1003689,Headphones,Accessories,1324.26,5,West,2023-01-16
1002476,Keyboard,Accessories,675.56,7,West,2023-12-01
1003003,Monitor,Accessories,333.84,4,East,2023-03-19
1003083,Headphones,Accessories,603.96,8,North,2023-03-06
1002543,Keyboard,Electronics,1358.32,7,West,2023-04-19
1000170,Headphones,Electronics,1421.03,9,North,2023-12-19
1004367,Smartphone,Office Supplies,246.21,2,East,2023-08-10
1001579,Keyboard,Electronics,243.75,5,East,2023-02-03
1001938,Headphones,Accessories,1456.16,3,North,2023-08-03
1001774,Laptop,Accessories,1392.57,8,East,2023-02-04
1002342,Keyboard,Accessories,491.46,7,North,2023-09-19
1001455,Headphones,Electronics,291.05,6,South,2023-06-25
1000859,Mouse,Accessories,918.53,9,North,2023-10-21
1003040,Mouse,Office Supplies,166.33,4,West,2023-09-04
1003160,Printer,Accessories,386.85,7,East,2023-07-20
1003339,Monitor,Accessories,703.36,2,North,2023-07-26
1000370,Printer,Accessories,916.07,9,North,2023-07-19
1001347,Monitor,Electronics,1038.44,1,North,2023-07-14
1000311,Monitor,Office Supplies,1464.06,6,North,2023-12-16
1003265,Monitor,Office Supplies,689.63,3,East,2023-04-25
1002186,Mouse,Electronics,500.67,5,East,2023-12-11
1000939,Mouse,Electronics,895.19,4,North,2023-03-28
1001998,Smartphone,Accessories,1179.61,4,East,2023-10-12
1001187,Keyboard,Accessories,1104.24,7,West,2023-04-24
1001246,Monitor,Accessories,1312.92,5,South,2023-03-11
1003980,Keyboard,Office Supplies,275.39,5,West,2023-05-27
1002323,Headphones,Electronics,117.64,5,West,2023-07-23
1004287,Smartphone,Office Supplies,1284.25,6,North,2023-11-17
1002128,Headphones,Accessories,536.97,8,North,2023-02-12
1003248,Monitor,Electronics,937.0,8,North,2023-02-09
1000943,Printer,Accessories,712.17,3,South,2023-11-08
1000059,Monitor,Electronics,637.68,3,West,2023-05-10
1000540,Printer,Office Supplies,1177.56,6,West,2023-02-22
1003922,Monitor,Electronics,640.38,4,North,2023-09-19
1001932,Mouse,Office Supplies,1404.41,7,South,2023-01-31
1002624,Mouse,Accessories,125.75,2,East,2023-05-31
1000035,Keyboard,Accessories,146.78,8,North,2023-11-14
1002947,Monitor,Office Supplies,680.52,5,West,2023-12-02
1002072,Laptop,Office Supplies,358.92,6,West,2023-12-01
1002071,Laptop,Office Supplies,660.38,8,South,2023-12-05
